error_type,path,true_label,pred_prob
false_positive,data/raw/artifact_full/test/REAL/celebahq__img000391.jpg,0,0.8163313865661621
false_positive,data/raw/artifact_full/test/REAL/imagenet__img000578.jpg,0,0.793511688709259
false_positive,data/raw/artifact_full/test/REAL/imagenet__img000062.jpg,0,0.7027969360351562
false_positive,data/raw/artifact_full/test/REAL/celebahq__img000149.jpg,0,0.6890437006950378
false_positive,data/raw/artifact_full/test/REAL/lsun__img000341.jpg,0,0.6426444053649902
false_positive,data/raw/artifact_full/test/REAL/lsun__img000155.jpg,0,0.6398486495018005
false_positive,data/raw/artifact_full/test/REAL/celebahq__img000177.jpg,0,0.6152192950248718
false_positive,data/raw/artifact_full/test/REAL/celebahq__img000138.jpg,0,0.5664652585983276
false_positive,data/raw/artifact_full/test/REAL/coco__img000373.jpg,0,0.5564578771591187
false_positive,data/raw/artifact_full/test/REAL/ffhq__img000534.jpg,0,0.5437758564949036
false_positive,data/raw/artifact_full/test/REAL/celebahq__img000585.jpg,0,0.536271870136261
false_positive,data/raw/artifact_full/test/REAL/coco__img000642.jpg,0,0.5147290229797363
false_positive,data/raw/artifact_full/test/REAL/celebahq__img000264.jpg,0,0.5145103931427002
false_positive,data/raw/artifact_full/test/REAL/ffhq__img000295.jpg,0,0.5032410621643066
false_positive,data/raw/artifact_full/test/REAL/celebahq__img000330.jpg,0,0.5016430020332336
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000025.jpg,1,0.02395585924386978
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000227.jpg,1,0.03297465667128563
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000007.jpg,1,0.0330597348511219
false_negative,data/raw/artifact_full/test/FAKE/pro_gan__img000116.jpg,1,0.03445911779999733
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000031.jpg,1,0.041351720690727234
false_negative,data/raw/artifact_full/test/FAKE/lama__img000091.jpg,1,0.04273343086242676
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000061.jpg,1,0.04404179006814957
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000279.jpg,1,0.054617173969745636
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000026.jpg,1,0.05469770357012749
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000006.jpg,1,0.05547487363219261
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000039.jpg,1,0.05803590267896652
false_negative,data/raw/artifact_full/test/FAKE/palette__img000189.jpg,1,0.0644131526350975
false_negative,data/raw/artifact_full/test/FAKE/gau_gan__img000166.jpg,1,0.06501121819019318
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000246.jpg,1,0.07340957969427109
false_negative,data/raw/artifact_full/test/FAKE/gau_gan__img000153.jpg,1,0.07376068085432053
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000126.jpg,1,0.07623303681612015
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000158.jpg,1,0.0855007991194725
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000088.jpg,1,0.0866270512342453
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000238.jpg,1,0.10028278082609177
false_negative,data/raw/artifact_full/test/FAKE/glide__img000018.jpg,1,0.10291893780231476
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000273.jpg,1,0.10642661899328232
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000104.jpg,1,0.10658245533704758
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000027.jpg,1,0.10728300362825394
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000006.jpg,1,0.11189619451761246
false_negative,data/raw/artifact_full/test/FAKE/glide__img000265.jpg,1,0.11356982588768005
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000076.jpg,1,0.1177934929728508
false_negative,data/raw/artifact_full/test/FAKE/gau_gan__img000059.jpg,1,0.12063216418027878
false_negative,data/raw/artifact_full/test/FAKE/mat__img000177.jpg,1,0.12092944979667664
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000182.jpg,1,0.12436387687921524
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000206.jpg,1,0.12608325481414795
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000132.jpg,1,0.14162293076515198
false_negative,data/raw/artifact_full/test/FAKE/gau_gan__img000118.jpg,1,0.1450156420469284
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000140.jpg,1,0.14733321964740753
false_negative,data/raw/artifact_full/test/FAKE/lama__img000049.jpg,1,0.14874060451984406
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000239.jpg,1,0.15227845311164856
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000260.jpg,1,0.1530153751373291
false_negative,data/raw/artifact_full/test/FAKE/gau_gan__img000223.jpg,1,0.15319208800792694
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000206.jpg,1,0.15359413623809814
false_negative,data/raw/artifact_full/test/FAKE/latent_diffusion__img000260.jpg,1,0.15498381853103638
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000202.jpg,1,0.15640608966350555
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000052.jpg,1,0.15755167603492737
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000190.jpg,1,0.16399171948432922
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000072.jpg,1,0.16576506197452545
false_negative,data/raw/artifact_full/test/FAKE/taming_transformer__img000041.jpg,1,0.1683264970779419
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000160.jpg,1,0.16861610114574432
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000032.jpg,1,0.17035995423793793
false_negative,data/raw/artifact_full/test/FAKE/glide__img000114.jpg,1,0.1727057695388794
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000230.jpg,1,0.17453187704086304
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000029.jpg,1,0.1753315031528473
false_negative,data/raw/artifact_full/test/FAKE/glide__img000262.jpg,1,0.18346847593784332
false_negative,data/raw/artifact_full/test/FAKE/lama__img000142.jpg,1,0.1947544366121292
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000058.jpg,1,0.19522690773010254
false_negative,data/raw/artifact_full/test/FAKE/vq_diffusion__img000002.jpg,1,0.19641372561454773
false_negative,data/raw/artifact_full/test/FAKE/latent_diffusion__img000079.jpg,1,0.19727441668510437
false_negative,data/raw/artifact_full/test/FAKE/palette__img000266.jpg,1,0.20229212939739227
false_negative,data/raw/artifact_full/test/FAKE/gau_gan__img000165.jpg,1,0.20777207612991333
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000072.jpg,1,0.2100396305322647
false_negative,data/raw/artifact_full/test/FAKE/mat__img000055.jpg,1,0.21788103878498077
false_negative,data/raw/artifact_full/test/FAKE/latent_diffusion__img000062.jpg,1,0.2184649407863617
false_negative,data/raw/artifact_full/test/FAKE/vq_diffusion__img000056.jpg,1,0.21982896327972412
false_negative,data/raw/artifact_full/test/FAKE/latent_diffusion__img000264.jpg,1,0.22081848978996277
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000261.jpg,1,0.22391203045845032
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000224.jpg,1,0.2269562929868698
false_negative,data/raw/artifact_full/test/FAKE/generative_inpainting__img000107.jpg,1,0.23245646059513092
false_negative,data/raw/artifact_full/test/FAKE/taming_transformer__img000218.jpg,1,0.23334938287734985
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000168.jpg,1,0.23833726346492767
false_negative,data/raw/artifact_full/test/FAKE/sfhq__img000065.jpg,1,0.24248377978801727
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000220.jpg,1,0.2450382262468338
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000268.jpg,1,0.24506258964538574
false_negative,data/raw/artifact_full/test/FAKE/sfhq__img000041.jpg,1,0.2504819333553314
false_negative,data/raw/artifact_full/test/FAKE/gau_gan__img000016.jpg,1,0.2505543828010559
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000083.jpg,1,0.25212523341178894
false_negative,data/raw/artifact_full/test/FAKE/taming_transformer__img000138.jpg,1,0.26145756244659424
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000004.jpg,1,0.26224735379219055
false_negative,data/raw/artifact_full/test/FAKE/sfhq__img000006.jpg,1,0.26501476764678955
false_negative,data/raw/artifact_full/test/FAKE/gansformer__img000264.jpg,1,0.26708877086639404
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000066.jpg,1,0.26951679587364197
false_negative,data/raw/artifact_full/test/FAKE/lama__img000250.jpg,1,0.2722488045692444
false_negative,data/raw/artifact_full/test/FAKE/stylegan1__img000271.jpg,1,0.2743088901042938
false_negative,data/raw/artifact_full/test/FAKE/cips__img000033.jpg,1,0.27771416306495667
false_negative,data/raw/artifact_full/test/FAKE/mat__img000113.jpg,1,0.2787240743637085
false_negative,data/raw/artifact_full/test/FAKE/mat__img000064.jpg,1,0.279303640127182
false_negative,data/raw/artifact_full/test/FAKE/glide__img000074.jpg,1,0.2932358384132385
false_negative,data/raw/artifact_full/test/FAKE/vq_diffusion__img000275.jpg,1,0.29355889558792114
false_negative,data/raw/artifact_full/test/FAKE/lama__img000217.jpg,1,0.29535412788391113
false_negative,data/raw/artifact_full/test/FAKE/glide__img000196.jpg,1,0.2955993413925171
false_negative,data/raw/artifact_full/test/FAKE/gau_gan__img000269.jpg,1,0.29715079069137573
false_negative,data/raw/artifact_full/test/FAKE/mat__img000010.jpg,1,0.3002144694328308
false_negative,data/raw/artifact_full/test/FAKE/lama__img000141.jpg,1,0.30144867300987244
false_negative,data/raw/artifact_full/test/FAKE/ddpm__img000208.jpg,1,0.30273574590682983
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000151.jpg,1,0.30618923902511597
false_negative,data/raw/artifact_full/test/FAKE/latent_diffusion__img000084.jpg,1,0.3126155436038971
false_negative,data/raw/artifact_full/test/FAKE/sfhq__img000018.jpg,1,0.31704533100128174
false_negative,data/raw/artifact_full/test/FAKE/denoising_diffusion_gan__img000206.jpg,1,0.31756848096847534
